Temperature_K,Surface_tension_liquid_gas_mN_m,MolWt,rdkit_MaxAbsEStateIndex,rdkit_MinAbsEStateIndex,rdkit_qed,rdkit_SPS,rdkit_NumRadicalElectrons,rdkit_BCUT2D_MWHI,rdkit_BCUT2D_MWLOW,rdkit_BCUT2D_MRLOW,rdkit_AvgIpc,rdkit_BalabanJ,rdkit_HallKierAlpha,rdkit_Ipc,rdkit_Kappa3,rdkit_PEOE_VSA1,rdkit_PEOE_VSA10,rdkit_PEOE_VSA12,rdkit_PEOE_VSA13,rdkit_PEOE_VSA2,rdkit_PEOE_VSA5,rdkit_PEOE_VSA8,rdkit_PEOE_VSA9,rdkit_SMR_VSA2,rdkit_SMR_VSA6,rdkit_SMR_VSA8,rdkit_SlogP_VSA11,rdkit_SlogP_VSA12,rdkit_SlogP_VSA7,rdkit_SlogP_VSA9,rdkit_TPSA,rdkit_EState_VSA11,rdkit_EState_VSA3,rdkit_EState_VSA4,rdkit_EState_VSA7,rdkit_EState_VSA8,rdkit_EState_VSA9,rdkit_VSA_EState10,rdkit_VSA_EState2,rdkit_VSA_EState5,rdkit_VSA_EState8,rdkit_NHOHCount,rdkit_NumAliphaticCarbocycles,rdkit_NumAliphaticHeterocycles,rdkit_NumAmideBonds,rdkit_NumAromaticCarbocycles,rdkit_NumAtomStereoCenters,rdkit_NumSpiroAtoms,rdkit_NumUnspecifiedAtomStereoCenters,rdkit_fr_Al_OH,rdkit_fr_ArN,rdkit_fr_Ar_COO,rdkit_fr_Ar_NH,rdkit_fr_Ar_OH,rdkit_fr_C_S,rdkit_fr_HOCCN,rdkit_fr_Imine,rdkit_fr_NH1,rdkit_fr_N_O,rdkit_fr_Ndealkylation1,rdkit_fr_SH,rdkit_fr_aldehyde,rdkit_fr_alkyl_carbamate,rdkit_fr_allylic_oxid,rdkit_fr_amidine,rdkit_fr_aniline,rdkit_fr_azide,rdkit_fr_azo,rdkit_fr_barbitur,rdkit_fr_benzodiazepine,rdkit_fr_bicyclic,rdkit_fr_diazo,rdkit_fr_dihydropyridine,rdkit_fr_epoxide,rdkit_fr_ester,rdkit_fr_ether,rdkit_fr_furan,rdkit_fr_guanido,rdkit_fr_hdrzine,rdkit_fr_hdrzone,rdkit_fr_imide,rdkit_fr_isocyan,rdkit_fr_isothiocyan,rdkit_fr_ketone,rdkit_fr_ketone_Topliss,rdkit_fr_lactam,rdkit_fr_lactone,rdkit_fr_nitro,rdkit_fr_nitroso,rdkit_fr_oxazole,rdkit_fr_oxime,rdkit_fr_para_hydroxylation,rdkit_fr_phenol,rdkit_fr_phenol_noOrthoHbond,rdkit_fr_phos_acid,rdkit_fr_phos_ester,rdkit_fr_piperdine,rdkit_fr_prisulfonamd,rdkit_fr_sulfide,rdkit_fr_sulfone,rdkit_fr_term_acetylene,rdkit_fr_tetrazole,rdkit_fr_thiazole,rdkit_fr_thiophene,rdkit_fr_urea
303.0,43.3,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308.0,43.0,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,42.7,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318.0,42.3,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323.0,42.0,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328.0,41.8,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333.0,41.5,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338.0,41.2,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343.0,40.9,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348.0,40.7,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.0,40.4,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358.0,40.2,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363.0,39.8,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368.0,39.5,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373.0,39.2,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378.0,39.0,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383.0,38.8,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388.0,38.5,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393.0,38.2,226.03,9.75,1.1501388888888888,0.4247889266952851,10.8,0.0,19.4633647648398,10.331214429986792,-0.6963450193975715,2.445635405579245,3.359999876706672e-07,-1.0050649350649354,1357.327650096481,10.918516853940826,17.26263557438497,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,6.544756405912575,7.04767198267719,34.77894371326403,0.0,0.0,0.0,0.0,3.361944444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298.0,43.5,294.18,2.245694444444444,0.0,0.3701913453705745,9.692307692307692,0.0,126.90400010648428,10.1865159129644,-0.6964031226284046,2.454306356562735,1.4399995008001804e-06,-0.06,711.7488434031932,5.285376149847044,23.97664012526206,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,0.0,0.0,41.82661569594122,0.0,0.0,0.0,0.0,3.413194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303.0,43.1,294.18,2.245694444444444,0.0,0.3701913453705745,9.692307692307692,0.0,126.90400010648428,10.1865159129644,-0.6964031226284046,2.454306356562735,1.4399995008001804e-06,-0.06,711.7488434031932,5.285376149847044,23.97664012526206,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,0.0,0.0,41.82661569594122,0.0,0.0,0.0,0.0,3.413194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308.0,42.7,294.18,2.245694444444444,0.0,0.3701913453705745,9.692307692307692,0.0,126.90400010648428,10.1865159129644,-0.6964031226284046,2.454306356562735,1.4399995008001804e-06,-0.06,711.7488434031932,5.285376149847044,23.97664012526206,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,0.0,0.0,41.82661569594122,0.0,0.0,0.0,0.0,3.413194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313.0,42.3,294.18,2.245694444444444,0.0,0.3701913453705745,9.692307692307692,0.0,126.90400010648428,10.1865159129644,-0.6964031226284046,2.454306356562735,1.4399995008001804e-06,-0.06,711.7488434031932,5.285376149847044,23.97664012526206,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,0.0,0.0,41.82661569594122,0.0,0.0,0.0,0.0,3.413194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318.0,41.9,294.18,2.245694444444444,0.0,0.3701913453705745,9.692307692307692,0.0,126.90400010648428,10.1865159129644,-0.6964031226284046,2.454306356562735,1.4399995008001804e-06,-0.06,711.7488434031932,5.285376149847044,23.97664012526206,12.393687143226153,6.3273200747645415,0.0,0.0,0.0,0.0,13.592428388589765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.809999999999999,0.0,0.0,0.0,0.0,41.82661569594122,0.0,0.0,0.0,0.0,3.413194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
